OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total,OrderDate
15768,Chakotay,SC,41.56,Universal Gravitronic Dissipation Node,195.00,20.42,4.68,3981.90,912.60,2034.154200,6928.654200,08/21/2017
15769,Wesley Crusher,LF,16.10,Negative Polarization Grid,128.00,20.28,2.89,2595.84,369.92,477.48736,3443.24736,11/09/2016
15770,James T. Kirk,IR,23.10,Auxiliary Transition Buffer,215.00,37.33,5.89,8025.95,1266.35,2146.52130,11438.82130,10/19/2016
15775,Jango Fett,FO,33.19,Secondary Polarization Capacitor,203.00,36.30,3.27,7368.90,663.81,2666.056449,10698.766449,11/03/2016
15782,Clara Oswald,TS,35.84,Inertial Transference Modulator,82.00,39.59,0.00,3246.38,0.00,1163.502592,4409.882592,09/11/2018
15783,R2-D2,RO,15.00,Dynamic Resonance Buffer,133.00,22.63,4.49,3009.79,597.17,541.0440,4148.0040,09/11/2017
15785,Leonard McCoy,CY,-5.32,Subspace Transference Cell,235.00,60.54,2.37,14226.90,556.95,-786.500820,13997.349180,01/13/2017
15786,Samantha Carter,GT,29.70,Dynamic Resonance Buffer,142.00,22.63,4.49,3213.46,637.58,1143.75888,4994.79888,10/21/2019
15795,Jango Fett,CC,50.58,Duotronic Interference Actuator,160.00,36.30,1.10,5808.00,176.00,3026.707200,9010.707200,12/27/2017
15801,Amy Pond,DO,47.19,Modular Polarization Cell,138.00,8.35,0.00,1152.30,0.00,543.770370,1696.070370,01/15/2017
15802,Hugh of Borg,CA,39.49,Magnetic Confinement Injector,310.00,13.18,4.40,4085.80,1364.00,2152.126020,7601.926020,06/11/2018
15803,R2-D2,WO,45.25,Dandelion Fluff,117.00,3.80,1.77,444.60,207.09,294.889725,946.579725,08/14/2018
15807,K-9,RK,31.00,Negative Polarization Grid,103.00,20.28,2.89,2088.84,297.67,739.8181,3126.3281,10/11/2018
15808,Hugh of Borg,RI,25.58,Tachyon Frequency Matrix,295.00,56.87,1.00,16776.65,295.00,4366.928070,21438.578070,09/13/2017
15815,Qui-Gon Jinn,LI,29.61,Inertial Transference Modulator,111.00,39.59,0.00,4394.49,0.00,1301.208489,5695.698489,09/29/2018
15821,Darth Vader,RK,31.00,Secondary Transition Regulator,188.00,43.19,3.63,8119.72,682.44,2728.6696,11530.8296,05/23/2017
15826,Boba Fett,ED,40.00,Duotronic Phase Coil,228.00,62.56,2.84,14263.68,647.52,5964.4800,20875.6800,12/21/2016
15834,Qui-Gon Jinn,CI,33.28,Duotronic Interference Actuator,65.00,36.30,1.10,2359.50,71.50,809.036800,3240.036800,05/17/2019
15834,Donna Noble,WA,-5.28,Gravitronic Polarization Sequencer,193.00,7.82,1.81,1509.26,349.33,-98.133552,1760.456448,06/15/2018
15835,Tuvok,BM,-3.99,Rose Petals,223.00,223.30,1.10,49795.90,245.30,-1996.643880,48044.556120,04/21/2017
15836,K-9,IR,23.10,Secondary Transition Regulator,178.00,43.19,3.63,7687.82,646.14,1925.14476,10259.10476,09/06/2017
15845,Tuvok,OS,32.81,Negative Flux Conduit,231.00,41.88,3.00,9674.28,693.00,3401.504568,13768.784568,12/31/2016
15846,Rory Williams,CB,1.61,Rose Petals,124.00,223.30,1.10,27689.20,136.40,447.992160,28273.592160,11/15/2016
15847,Martha Jones,WF,23.43,Secondary Transition Regulator,113.00,43.19,3.63,4880.47,410.19,1239.601638,6530.261638,06/13/2017
15852,William Riker,CY,-5.32,Rose Petals,315.00,223.30,1.10,70339.50,346.50,-3760.495200,66925.504800,10/09/2016
15855,River Song,TO,19.00,Negative Flux Conduit,199.00,41.88,3.00,8334.12,597.00,1696.9128,10628.0328,02/02/2017
15856,Jean-Luc Picard,RO,15.00,Secondary Transition Regulator,339.00,43.19,3.63,14641.41,1230.57,2380.7970,18252.7770,02/13/2018
15860,Jean-Luc Picard,FO,33.19,Rose Petals,154.00,223.30,1.10,34388.20,169.40,11469.667440,46027.267440,09/01/2017
15861,Q,LO,11.41,Particle Deflector Grid,178.00,44.33,5.32,7890.74,946.96,1008.381570,9846.081570,04/08/2017
15862,Worf,LB,15.80,Central Frequency Conduit,102.00,24.89,0.45,2538.78,45.90,408.37944,2993.05944,08/23/2017
15868,Jack O'Neill,WR,8.35,Secondary Transition Regulator,196.00,43.19,3.63,8465.24,711.48,766.256120,9942.976120,08/28/2016
15869,Daniel Jackson,IC,0.00,Magnetic Confinement Injector,192.00,13.18,4.40,2530.56,844.80,0.0000,3375.3600,01/06/2017
15870,Miles O'Brien,FH,-5.43,Marmite,132.00,-2.44,3.63,-322.08,479.16,-8.529444,148.550556,10/27/2016
15871,Samantha Carter,HR,-3.99,Holographic Transition Multiplexer,195.00,51.70,2.42,10081.50,471.90,-421.080660,10132.319340,09/29/2018
15879,Wesley Crusher,CR,0.99,Subspace Transference Cell,139.00,60.54,2.37,8415.06,329.43,86.570451,8831.060451,06/26/2017
15888,Darth Vader,WE,16.50,Auxiliary Transition Buffer,205.00,37.33,5.89,7652.65,1207.45,1461.91650,10322.01650,10/05/2017
15889,Samantha Carter,VS,3.30,Secondary Transition Regulator,25.00,43.19,3.63,1079.75,90.75,38.62650,1209.12650,11/18/2017
15890,Hiro Protagonist,LA,0.00,Negative Control Compensator,93.00,25.41,1.10,2363.13,102.30,0.0000,2465.4300,02/07/2018
15891,Hiro Protagonist,SR,47.32,Duotronic Phase Coil,150.00,62.56,2.84,9384.00,426.00,4642.092000,14452.092000,08/19/2018
15892,James T. Kirk,LC,41.80,Subspace Phase Circuit,272.00,33.28,1.21,9052.16,329.12,3921.37504,13302.65504,05/06/2018
15895,Darth Vader,DO,47.19,Secondary Polarization Capacitor,328.00,36.30,3.27,11906.40,1072.56,6124.771224,19103.731224,11/21/2016
15901,Wesley Crusher,SC,41.56,Starboard Molecular Transference Grid,327.00,34.61,2.66,11317.47,869.82,5065.037724,17252.327724,11/20/2017
15910,Darth Vader,WE,16.50,Subspace Phase Circuit,50.00,33.28,1.21,1664.00,60.50,284.54250,2009.04250,11/22/2017
15915,Admiral Gial Ackbar,FH,-5.43,Rose Petals,114.00,223.30,1.10,25456.20,125.40,-1389.080880,24192.519120,03/04/2018
15916,Boba Fett,FO,33.19,Starboard Molecular Transference Grid,73.00,34.61,2.66,2526.53,194.18,903.003649,3623.713649,10/07/2016
15920,Greedo,CR,0.99,Dandelion Fluff,291.00,3.80,1.77,1105.80,515.07,16.046613,1636.916613,11/21/2016
15921,Daniel Jackson,WA,-5.28,Magnetic Confinement Injector,166.00,13.18,4.40,2187.88,730.40,-154.085184,2764.194816,08/19/2018
15929,Darth Maul,CA,39.49,Negative Polarization Grid,139.00,20.28,2.89,2818.92,401.71,1271.826787,4492.456787,05/19/2018
15930,Luke Skywalker,WO,45.25,Duotronic Interference Actuator,305.00,36.30,1.10,11071.50,335.50,5161.667500,16568.667500,10/10/2016
15931,Quark,LF,16.10,Burlap,44.00,6.60,0.00,290.40,0.00,46.75440,337.15440,10/09/2016
15939,B'Elanna Torres,RO,15.00,Particle Deflector Grid,355.00,44.33,5.32,15737.15,1888.60,2643.8625,20269.6125,09/30/2018
15940,Neelix,WR,8.35,Negative Polarization Grid,331.00,20.28,2.89,6712.68,956.59,640.384045,8309.654045,11/19/2017
15947,Teal'c,MO,-2.42,Magnetic Confinement Injector,297.00,13.18,4.40,3914.46,1306.80,-126.354492,5094.905508,01/07/2017
15952,Luke Skywalker,CY,-5.32,Inertial Control Modulator,172.00,42.22,0.68,7261.84,116.96,-392.552160,6986.247840,07/27/2017
15953,Darth Sidious,CM,22.43,Negative Transference Index,249.00,18.41,3.63,4584.09,903.87,1230.949428,6718.909428,05/08/2017
15954,Luke Skywalker,WE,16.50,Marmite,178.00,-2.44,3.63,-434.32,646.14,34.95030,246.77030,05/09/2018
15959,Daniel Jackson,LM,41.00,Modular Polarization Cell,271.00,8.35,0.00,2262.85,0.00,927.7685,3190.6185,08/30/2019
15968,Greedo,AA,35.67,Peanut Shells,308.00,3.30,-3.30,1016.40,-1016.40,0.000000,0.000000,12/10/2017
15971,Hiro Protagonist,BO,26.09,Marmite,365.00,-2.44,3.63,-890.60,1324.95,113.321915,547.671915,11/16/2016
15972,Odo,PB,12.00,Negative Isolinear Control Cell,249.00,16.50,2.02,4108.50,502.98,553.3776,5164.8576,10/29/2017
15981,Worf,WF,23.43,Modular Inertial Replication Scanner,299.00,7.70,3.63,2302.30,1085.37,793.731081,4181.401081,10/11/2016
15982,Darth Vader,MO,-2.42,Reserve Axial Dissipation Inverter,199.00,0.00,3.70,0.00,736.30,-17.818460,718.481540,08/23/2015
15983,Boba Fett,BS,54.07,Negative Polarization Grid,115.00,20.28,2.89,2332.20,332.35,1440.722185,4105.272185,09/21/2017
15984,B'Elanna Torres,DB,26.62,Rose Petals,318.00,223.30,1.10,71009.40,349.80,18995.819040,90355.019040,10/18/2018
15993,Senator Palpatine,ED,40.00,Negative Control Compensator,139.00,25.41,1.10,3531.99,152.90,1473.9560,5158.8460,10/12/2017
15994,River Song,TF,39.60,Modular Inertial Replication Scanner,215.00,7.70,3.63,1655.50,780.45,964.63620,3400.58620,09/28/2018
16002,Tasha Yar,PB,12.00,Subspace Phase Circuit,137.00,33.28,1.21,4559.36,165.77,567.0156,5292.1456,02/21/2019
16003,James T. Kirk,SC,41.56,Starboard Molecular Transference Grid,67.00,34.61,2.66,2318.87,178.22,1037.790604,3534.880604,08/31/2017
16004,River Song,WG,18.89,Inertial Control Modulator,200.00,42.22,0.68,8444.00,136.00,1620.762000,10200.762000,05/24/2017
16011,BB-8,CR,0.99,Forward Ion Pulse Capacitor,181.00,1.32,2.20,238.92,398.20,6.307488,643.427488,12/26/2017
16012,Andy Weir,BO,26.09,Molten Lava,269.00,890.15,53.90,239450.35,14499.10,66255.411505,320204.861505,10/16/2016
16014,Admiral Gial Ackbar,SR,47.32,Holographic Transition Multiplexer,143.00,51.70,2.42,7393.10,346.06,3662.170512,11401.330512,08/23/2015
16015,Data,RC,46.20,Subspace Phase Circuit,16.00,33.28,1.21,532.48,19.36,254.95008,806.79008,01/17/2018
16024,Martha Jones,FS,0.00,Bioneural Polarization Coil,318.00,36.10,4.39,11479.80,1396.02,0.0000,12875.8200,01/02/2018
16031,Tasha Yar,LC,41.80,Rose Petals,169.00,223.30,1.10,37737.70,185.90,15852.06480,53775.66480,07/02/2018
16039,Art3mis,TM,-7.23,Peanut Shells,140.00,3.30,-3.30,462.00,-462.00,0.000000,0.000000,09/08/2017
16040,Qui-Gon Jinn,AS,38.25,Duotronic Field Transducer,114.00,22.63,3.99,2579.82,454.86,1160.765100,4195.445100,08/21/2016
16042,Wesley Crusher,TA,39.60,Central Frequency Conduit,296.00,24.89,0.45,7367.44,133.20,2970.25344,10470.89344,07/21/2016
16049,Odo,LM,41.00,Marmite,326.00,-2.44,3.63,-795.44,1183.38,159.0554,546.9954,10/09/2017
16050,Leonard McCoy,MM,8.36,Magnetic Confinement Injector,128.00,13.18,4.40,1687.04,563.20,188.120064,2438.360064,05/19/2017
16051,Qui-Gon Jinn,LS,1.21,Tachyon Frequency Matrix,204.00,56.87,1.00,11601.48,204.00,142.846308,11948.326308,04/16/2018
16056,Art3mis,CI,33.28,Universal Gravitronic Dissipation Node,193.00,20.42,4.68,3941.06,903.24,1612.183040,6456.483040,08/25/2018
16063,William Riker,FO,33.19,Primary Flux Matrix,214.00,11.22,0.00,2401.08,0.00,796.918452,3197.998452,09/05/2016
16064,Art3mis,DO,47.19,Quantum Replication System,316.00,18.15,3.30,5735.40,1042.80,3198.632580,9976.832580,01/23/2018
16069,Darth Maul,AM,18.63,Duotronic Phase Coil,128.00,62.56,2.84,8007.68,363.52,1559.554560,9930.754560,08/30/2017
16070,Senator Palpatine,BM,-3.99,Modular Inertial Replication Scanner,129.00,7.70,3.63,993.30,468.27,-58.316643,1403.253357,04/16/2017
16074,R2-D2,WA,-5.28,Active Transition Buffer,353.00,47.27,2.20,16686.31,776.60,-922.041648,16540.868352,06/25/2018
16081,River Song,SC,41.56,Negative Isolinear Control Cell,79.00,16.50,2.02,1303.50,159.58,608.056048,2071.136048,11/03/2017
16087,Tasha Yar,DM,30.27,Starboard Molecular Transference Grid,250.00,34.61,2.66,8652.50,665.00,2820.407250,12137.907250,05/21/2017
16088,Pavel Chekov,FS,0.00,Universal Degeneration Emitter,322.00,37.27,4.27,12000.94,1374.94,0.0000,13375.8800,01/20/2018
16092,Jango Fett,RC,46.20,Duotronic Interference Actuator,233.00,36.30,1.10,8457.90,256.30,4025.96040,12740.16040,05/14/2019
16094,C-3PO,TF,39.60,Gravitronic Polarization Sequencer,213.00,7.82,1.81,1665.66,385.53,812.27124,2863.46124,08/09/2018
16095,Admiral Gial Ackbar,RC,46.20,Rose Petals,196.00,223.30,1.10,43766.80,215.60,20319.86880,64302.26880,09/17/2018
16101,R2-D2,DB,26.62,Negative Polarization Grid,199.00,20.28,2.89,4035.72,575.11,1227.402946,5838.232946,07/17/2017
16102,Boba Fett,LA,0.00,Molten Lava,125.00,890.15,53.90,111268.75,6737.50,0.0000,118006.2500,08/26/2017
16103,Rae Sloane,CY,-5.32,Molten Lava,384.00,890.15,53.90,341817.60,20697.60,-19285.808640,343229.391360,07/24/2017
16105,Data,FO,33.19,Holographic Variance Sensor,132.00,37.49,1.83,4948.68,241.56,1722.640656,6912.880656,04/11/2017
16105,B'Elanna Torres,TO,19.00,Magnetic Confinement Injector,250.00,13.18,4.40,3295.00,1100.00,835.0500,5230.0500,06/28/2018
16106,Darth Maul,CR,0.99,Forward Ion Pulse Capacitor,170.00,1.32,2.20,224.40,374.00,5.924160,604.324160,07/31/2017
16107,Quark,FC,55.41,Inertial Control Modulator,214.00,42.22,0.68,9035.08,145.52,5086.970460,14267.570460,09/11/2016
16108,Miles O'Brien,PB,12.00,Universal Gravitronic Dissipation Node,247.00,20.42,4.68,5043.74,1155.96,743.9640,6943.6640,06/25/2018
16109,Darth Sidious,GT,29.70,Quantum Replication System,182.00,18.15,3.30,3303.30,600.60,1159.45830,5063.35830,10/30/2016
16110,Worf,SO,39.00,Subspace Transference Cell,277.00,60.54,2.37,16769.58,656.49,6796.1673,24222.2373,10/15/2018
16114,Tasha Yar,DM,30.27,Holographic Variance Sensor,195.00,37.49,1.83,7310.55,356.85,2320.921980,9988.321980,10/08/2017
16116,Senator Palpatine,FS,0.00,Modular Polarization Cell,166.00,8.35,0.00,1386.10,0.00,0.0000,1386.1000,08/03/2018
16117,Lando Calrissian,LO,11.41,Negative Transference Index,118.00,18.41,3.63,2172.38,428.34,296.742152,2897.462152,09/21/2018
16125,Andy Weir,TS,35.84,Rose Petals,237.00,223.30,1.21,52922.10,286.77,19070.059008,72278.929008,09/26/2016
16126,C-3PO,MM,8.36,Magnetic Confinement Injector,284.00,13.18,4.40,3743.12,1249.60,417.391392,5410.111392,08/27/2018
16127,Darth Sidious,CI,33.28,Molten Lava,205.00,890.15,53.90,182480.75,11049.50,64406.867200,257937.117200,11/03/2016
16128,Sarah Jane Smith,GT,29.70,Starboard Duotronic Transition Multiplexer,254.00,20.41,3.99,5184.14,1013.46,1840.68720,8038.28720,04/04/2018
16129,Miles O'Brien,TF,39.60,Secondary Polarization Capacitor,299.00,36.30,3.27,10853.70,977.73,4685.24628,16516.67628,10/17/2016
16130,Andy Weir,TO,19.00,Starboard Duotronic Transition Multiplexer,178.00,20.41,3.99,3632.98,710.22,825.2080,5168.4080,10/09/2016
16131,Geordi La Forge,RG,58.56,Negative Isolinear Control Cell,330.00,16.50,2.02,5445.00,666.60,3578.952960,9690.552960,09/30/2018
16136,Q,AM,18.63,Holographic Transition Multiplexer,248.00,51.70,2.42,12821.60,600.16,2500.473888,15922.233888,12/06/2016
16141,Worf,WA,-5.28,Secondary Polarization Capacitor,157.00,36.30,3.27,5699.10,513.39,-328.019472,5884.470528,09/24/2018
16142,Chakotay,BM,-3.99,Negative Isolinear Control Cell,268.00,16.50,2.02,4422.00,541.36,-198.038064,4765.321936,05/06/2018
16143,Neelix,RG,58.56,Dynamic Resonance Buffer,261.00,22.63,4.49,5906.43,1171.89,4145.064192,11223.384192,10/25/2016
16144,Data,WG,18.89,Duotronic Field Transducer,280.00,22.63,3.99,6336.40,1117.20,1407.985040,8861.585040,11/12/2017
16148,Wade Watts,FC,55.41,Starboard Molecular Transference Grid,277.00,34.61,2.66,9586.97,736.82,5720.412039,16044.202039,09/28/2017
16148,Teal'c,RO,15.00,Particle Deflector Grid,172.00,44.33,5.32,7624.76,915.04,1280.9700,9820.7700,09/28/2017
16149,Odo,LC,41.80,Bioneural Polarization Coil,193.00,36.10,4.39,6967.30,847.27,3266.49026,11081.06026,03/16/2018
16150,Jean-Luc Picard,SO,39.00,Bioneural Degeneration Sensor,169.00,24.20,3.30,4089.80,557.70,1812.5250,6460.0250,06/11/2018
16151,Martha Jones,WR,8.35,Negative Flux Conduit,233.00,41.88,3.00,9758.04,699.00,873.162840,11330.202840,01/04/2018
16151,River Song,MO,-2.42,Modular Transition Modulator,328.00,48.98,1.10,16065.44,360.80,-397.515008,16028.724992,01/23/2018
16151,Rae Sloane,TS,35.84,Molten Lava,145.00,890.15,53.90,129071.75,7815.50,49060.390400,185947.640400,10/23/2016
16156,Mazer Rackham,RI,25.58,Secondary Transition Regulator,157.00,43.19,3.99,6780.83,626.43,1894.777108,9302.037108,09/07/2016
16157,River Song,HM,39.60,Dynamic Resonance Buffer,327.00,22.63,4.49,7400.01,1468.23,3511.82304,12380.06304,12/27/2017
16165,Admiral Gial Ackbar,AA,39.24,Marmite,218.00,-2.44,3.63,-531.92,791.34,101.796408,361.216408,06/13/2018
16171,Ender Wiggin,FA,37.40,Duotronic Field Transducer,56.00,22.63,3.99,1267.28,223.44,557.52928,2048.24928,02/02/2017
16172,Data,LS,1.21,Modular Holographic Interference Drive,100.00,31.21,0.92,3121.00,92.00,38.877300,3251.877300,05/27/2017
16181,Anakin Skywalker,SC,41.56,Rose Petals,99.00,223.30,1.21,22106.70,119.79,9237.329244,31463.819244,06/15/2018
16181,Clara Oswald,RG,58.56,Negative Flux Conduit,143.00,41.88,3.00,5988.84,429.00,3758.287104,10176.127104,09/14/2017
16182,Darth Vader,FC,55.41,Modular Holographic Interference Drive,99.00,31.21,0.92,3089.79,91.08,1762.520067,4943.390067,11/23/2016
16183,Q,MO,-2.42,Starboard Duotronic Transition Multiplexer,315.00,20.41,3.99,6429.15,1256.85,-186.001200,7499.998800,02/11/2017
16184,Andy Weir,CR,0.99,Burlap,130.00,6.60,0.00,858.00,0.00,8.494200,866.494200,01/13/2018
16185,Donna Noble,TM,-7.23,Reserve Axial Dissipation Inverter,108.00,0.00,3.70,0.00,399.60,-28.891080,370.708920,11/28/2016
16186,Chakotay,AM,18.63,Starboard Molecular Transference Grid,50.00,34.61,2.66,1730.50,133.00,347.170050,2210.670050,02/02/2017
16191,Luke Skywalker,CY,-5.32,Modular Polarization Cell,249.00,8.35,0.00,2079.15,0.00,-110.610780,1968.539220,07/24/2017
16192,Boba Fett,CC,50.58,Holographic Transition Multiplexer,171.00,51.70,2.42,8840.70,413.82,4680.936216,13935.456216,08/27/2016
16193,Greedo,RG,58.56,Duotronic Interference Actuator,227.00,36.30,1.10,8240.10,249.70,4971.626880,13461.426880,03/22/2017
16194,Qui-Gon Jinn,WO,45.25,Holographic Transition Multiplexer,251.00,51.70,2.42,12976.70,607.42,6146.814300,19730.934300,01/22/2017
16195,Darth Maul,WR,8.35,Quantum Replication System,180.00,18.15,3.30,3267.00,594.00,322.393500,4183.393500,02/04/2017
16196,K-9,WG,18.89,Marmite,216.00,-2.44,3.63,-527.04,784.08,48.554856,305.594856,10/01/2017
16197,Donna Noble,WE,16.50,Reserve Axial Dissipation Inverter,250.00,0.00,3.70,0.00,925.00,152.62500,1077.62500,08/25/2017
16198,Chakotay,CI,33.28,Holographic Transition Multiplexer,311.00,51.70,2.42,16078.70,752.62,5601.463296,22432.783296,04/08/2017
16199,Hiro Protagonist,WZ,42.90,Molten Lava,210.00,890.15,53.90,186931.50,11319.00,85049.46450,283299.96450,08/07/2018
16200,Andy Weir,RO,15.00,Quantum Dissipation Matrix,330.00,31.39,0.58,10358.70,191.40,1582.5150,12132.6150,12/23/2016
16201,Tuvok,IR,23.10,Magnetic Confinement Injector,302.00,13.18,4.40,3980.36,1328.80,1226.41596,6535.57596,07/01/2018
16202,Amy Pond,BM,-3.99,Duotronic Field Transducer,291.00,22.63,3.99,6585.33,1161.09,-309.082158,7437.337842,11/25/2015
16204,Senator Palpatine,OS,32.81,Duotronic Interference Actuator,274.00,36.30,1.10,9946.20,301.40,3362.237560,13609.837560,03/12/2017
16210,Luke Skywalker,WT,2.42,Central Frequency Conduit,338.00,24.89,0.45,8412.82,152.10,207.271064,8772.191064,08/30/2019
16218,Martha Jones,TA,39.60,Starboard Duotronic Transition Multiplexer,344.00,20.41,3.99,7021.04,1372.56,3323.86560,11717.46560,05/21/2019
16219,Worf,MO,-2.42,Secondary Transition Regulator,224.00,43.19,3.99,9674.56,893.76,-255.753344,10312.566656,06/24/2018
16220,Worf,FM,18.70,Active Dissipation Actuator,224.00,27.97,1.03,6265.28,230.72,1214.75200,7710.75200,08/09/2017
16222,Donna Noble,MO,-2.42,Holographic Variance Sensor,145.00,37.49,1.83,5436.05,265.35,-137.973880,5563.426120,10/07/2016
16223,R2-D2,CR,0.99,Secondary Transition Regulator,262.00,43.19,3.99,11315.78,1045.38,122.375484,12483.535484,05/09/2018
16224,Qui-Gon Jinn,TO,19.00,Central Frequency Conduit,99.00,24.89,0.45,2464.11,44.55,476.6454,2985.3054,10/11/2018
16230,Clara Oswald,CR,0.99,Negative Transference Index,235.00,18.41,3.63,4326.35,853.05,51.276060,5230.676060,05/22/2018
16231,Rory Williams,RO,15.00,Tachyon Frequency Matrix,233.00,56.87,1.00,13250.71,233.00,2022.5565,15506.2665,01/20/2018
16234,Tuvok,CM,22.43,Inertial Transference Modulator,141.00,39.59,0.00,5582.19,0.00,1252.085217,6834.275217,08/23/2017
16234,Geordi La Forge,TA,39.60,Inertial Control Modulator,78.00,42.22,0.68,3293.16,53.04,1325.09520,4671.29520,12/07/2016
16242,Senator Palpatine,SM,30.60,Negative Flux Conduit,203.00,41.88,3.00,8501.64,609.00,2787.85584,11898.49584,10/18/2018
16243,Mazer Rackham,BS,54.07,Burlap,313.00,6.60,0.00,2065.80,0.00,1116.978060,3182.778060,07/31/2017
16244,Obi-Wan Kenobi,VS,3.30,Secondary Transition Regulator,279.00,43.19,3.99,12050.01,1113.21,434.38626,13597.60626,09/10/2016
16252,Qui-Gon Jinn,GT,29.70,Negative Polarization Grid,244.00,20.28,2.89,4948.32,705.16,1679.08356,7332.56356,09/15/2016
16253,Wesley Crusher,TA,39.60,Primary Flux Matrix,284.00,11.22,0.00,3186.48,0.00,1261.84608,4448.32608,06/13/2018
16260,C-3PO,CM,22.43,Holographic Variance Sensor,149.00,37.49,1.83,5586.01,272.67,1314.101924,7172.781924,03/21/2016
16261,Qui-Gon Jinn,HM,39.60,Bioneural Degeneration Sensor,41.00,24.20,3.30,992.20,135.30,446.49000,1573.99000,09/21/2019
16262,C-3PO,CZ,-3.08,Modular Inertial Replication Scanner,233.00,7.70,3.63,1794.10,845.79,-81.308612,2558.581388,09/25/2018
16271,Admiral Gial Ackbar,FO,33.19,Inertial Control Modulator,166.00,42.22,0.68,7008.52,112.88,2363.592660,9484.992660,05/04/2018
16272,Darth Sidious,FO,33.19,Rose Petals,163.00,223.30,1.21,36397.90,197.23,12145.923647,48741.053647,09/13/2017
16274,Neelix,FC,55.41,Reserve Axial Dissipation Inverter,73.00,0.00,3.70,0.00,270.10,149.662410,419.762410,09/29/2017
16283,Teal'c,VS,3.30,Tachyon Frequency Matrix,121.00,56.87,1.00,6881.27,121.00,231.07491,7233.34491,07/17/2017
16284,Neelix,FH,-5.43,Negative Flux Conduit,323.00,41.88,3.00,13527.24,969.00,-787.145832,13709.094168,01/06/2018
16285,Rory Williams,BM,-3.99,Modular Holographic Interference Drive,200.00,31.21,0.92,6242.00,184.00,-256.397400,6169.602600,09/26/2017
16285,Jabba the Hutt,DO,47.19,Bioneural Degeneration Sensor,192.00,24.20,3.30,4646.40,633.60,2491.632000,7771.632000,11/05/2017
16286,Jango Fett,WA,-5.28,Particle Deflector Grid,131.00,44.33,5.32,5807.23,696.92,-343.419120,6160.730880,01/08/2018
16287,Chakotay,CZ,-3.08,Primary Flux Matrix,190.00,11.22,0.00,2131.80,0.00,-65.659440,2066.140560,02/10/2017
16288,Anakin Skywalker,TS,35.84,Particle Deflector Grid,209.00,44.33,5.32,9264.97,1111.88,3719.063040,14095.913040,11/22/2016
16289,Rory Williams,BF,30.80,Forward Ion Pulse Capacitor,192.00,1.32,2.20,253.44,422.40,208.15872,883.99872,09/08/2017
16289,Data,ED,44.00,Burlap,196.00,6.60,0.00,1293.60,0.00,569.1840,1862.7840,10/11/2016
16290,Teal'c,HM,39.60,Quantum Replication System,114.00,18.15,3.30,2069.10,376.20,968.33880,3413.63880,05/27/2017
16291,Jean-Luc Picard,LS,1.21,Quantum Replication System,194.00,18.15,3.30,3521.10,640.20,50.351730,4211.651730,09/21/2018
16297,Boba Fett,LB,15.80,Negative Transference Index,89.00,18.41,3.63,1638.49,323.07,309.92648,2271.48648,12/14/2017
16298,Darth Vader,DM,30.27,Starboard Duotronic Transition Multiplexer,222.00,20.41,3.99,4531.02,885.78,1639.665360,7056.465360,05/25/2018
16299,Qui-Gon Jinn,LS,1.21,Inertial Transference Modulator,288.00,39.59,0.00,11401.92,0.00,137.963232,11539.883232,10/22/2016
16304,Leonard McCoy,LB,15.80,Modular Transition Modulator,155.00,48.98,1.10,7591.90,170.50,1226.45920,8988.85920,06/22/2017
16306,Clara Oswald,FA,37.40,Negative Flux Conduit,298.00,41.88,3.00,12480.24,894.00,5001.96576,18376.20576,08/22/2016
16312,Andy Weir,HM,39.60,Negative Isolinear Control Cell,243.00,16.50,2.02,4009.50,490.86,1782.14256,6282.50256,11/15/2016
16313,K-9,FC,55.41,Duotronic Interference Actuator,219.00,36.30,1.10,7949.70,240.90,4538.411460,12729.011460,05/20/2018
16314,Quark,CI,33.28,Active Dissipation Actuator,246.00,27.97,1.03,6880.62,253.38,2374.195200,9508.195200,03/14/2018
16315,Hugh of Borg,CY,-5.32,Dynamic Resonance Buffer,236.00,22.63,4.49,5340.68,1059.64,-340.497024,6059.822976,09/10/2017
16319,Leonard McCoy,WZ,42.90,Gravitronic Polarization Sequencer,249.00,7.82,1.81,1947.18,450.69,1028.68623,3426.55623,09/25/2015
16320,Data,BM,-3.99,Holographic Transition Multiplexer,324.00,51.70,2.42,16750.80,784.08,-699.641712,16835.238288,02/24/2017
16321,Martha Jones,CZ,-3.08,Inertial Transference Modulator,82.00,39.59,0.00,3246.38,0.00,-99.988504,3146.391496,02/18/2018
16322,Pavel Chekov,CY,-5.32,Secondary Transition Regulator,188.00,43.19,3.99,8119.72,750.12,-471.875488,8397.964512,02/18/2017
16323,Leonard McCoy,SR,47.32,Duotronic Field Transducer,325.00,22.63,3.99,7354.75,1296.75,4093.889800,12745.389800,09/26/2017
16325,Geordi La Forge,CM,22.43,Rose Petals,366.00,223.30,1.21,81727.80,442.86,18430.879038,100601.539038,10/15/2016
16326,Greedo,BS,54.07,Modular Holographic Interference Drive,298.00,31.21,0.92,9300.58,274.16,5177.061918,14751.801918,12/24/2017
16327,Boba Fett,LB,15.80,Negative Isolinear Control Cell,164.00,16.50,2.02,2706.00,331.28,479.89024,3517.17024,08/21/2017
16329,Jonas Quinn,LO,11.41,Dynamic Resonance Buffer,167.00,22.63,4.49,3779.21,749.83,516.763464,5045.803464,07/14/2017
